天数（自2016年001天起算，北京时间）小时 分钟 秒 模板号
258 15 38 6.1 8
258 15 38 8.8 4
258 15 39 39.9 4
258 15 39 9 8
258 15 47 54 5
258 15 49 12.9 9
258 15 5 31.2 4
258 15 5 59.2 6
258 15 6 32.6 4
258 15 6 35.8 4
258 15 6 53.9 8
258 15 9 30.7 8
258 16 1 36.4 4
258 16 27 45 1
258 16 28 22.6 5
258 16 28 24.6 4
258 16 33 14.3 1
258 16 4 15.6 4
258 16 4 39.5 5
258 16 4 54.6 2
258 16 46 0 2
258 16 46 18.4 6
258 16 49 17.3 2
258 16 5 3.5 3
258 16 9 52.4 3
258 17 0 41.5 3
258 17 10 39.1 4
258 17 11 38.7 11
258 17 13 32.8 2
258 17 13 59.9 4
258 17 16 33.1 4
258 17 17 11.7 4
258 17 17 55.4 2
258 17 22 2.8 4
258 17 22 48.1 4
258 17 26 54.7 4
258 17 27 23.1 4
258 17 33 46.4 5
258 17 37 35.7 4
258 17 38 56.1 3
258 17 41 43.9 3
258 17 45 27.8 2
258 17 46 54.9 2
258 17 48 27.6 10
258 17 54 14.3 4
258 17 54 41.2 4
258 17 54 58 4
258 17 54 8.5 4
258 17 58 43.7 7
258 18 0 10 9
258 18 19 46 2
258 18 2 43.1 4
258 18 2 9.8 5
258 18 24 0.7 7
258 18 24 53.8 5
258 18 32 34.3 2
258 18 38 6.2 4
258 18 40 18.2 5
258 18 42 4.9 4
258 18 43 35.8 4
258 18 43 8 4
258 18 44 13.9 4
258 18 46 14.7 4
258 18 47 14.4 4
258 18 47 54.4 4
258 18 49 40 4
258 18 49 47.9 4
258 18 5 28.7 3
258 18 50 0 4
258 18 50 35.4 4
258 18 50 55.6 4
258 18 54 32.8 1
258 18 57 55.4 9
258 18 7 49.6 2
258 18 8 44 2
258 19 24 6.6 11
258 19 25 36.7 4
258 19 31 6.2 10
258 19 48 13.8 3
258 19 48 27.3 2
258 19 53 16.3 9
258 2 1 36.6 3
258 2 1 41 1
258 2 13 54.6 2
258 2 14 10.1 10
258 2 19 42.5 5
258 2 2 47.2 10
258 2 2 56.8 2
258 2 24 13.8 5
258 2 3 39.7 2
258 2 30 8.4 11
258 2 39 0.9 2
258 2 44 8.5 1
258 2 45 12.1 5
258 2 48 10.1 3
258 2 48 35.3 3
258 2 9 13.2 3
258 2 9 48.4 3
258 20 0 19.5 11
258 20 10 22.7 1
258 20 10 54.6 1
258 20 11 3.4 1
258 20 12 12.3 1
258 20 14 38.9 1
258 20 18 57.7 1
258 20 19 48.1 11
258 20 21 48.5 5
258 20 21 57.5 5
258 20 22 49.1 1
258 20 30 33.5 1
258 20 34 55.9 2
258 20 38 31 3
258 20 38 34 5
258 20 39 19.1 3
258 20 43 32.8 8
258 20 50 24.9 9
258 20 55 37.9 11
258 20 58 41.6 7
258 20 9 38.7 1
258 20 9 45.3 1
258 21 15 23 4
258 21 3 54.7 4
258 21 30 36.6 4
258 21 36 1.7 2
258 21 43 48.6 10
258 21 45 46.8 4
258 21 51 27.2 11
258 21 57 53.9 4
258 21 7 55.8 1
258 21 8 10.7 4
258 22 10 22.7 7
258 22 10 28.2 4
258 22 15 18.4 7
258 22 21 39.8 3
258 22 28 6.8 2
258 22 3 57.1 11
258 22 33 30.2 6
258 22 42 18.2 3
258 22 43 45.7 7
258 22 45 14.7 8
258 22 49 51.3 3
258 22 6 11.8 1
258 22 6 49.2 2
258 23 13 44.4 1
258 23 18 20.2 5
258 23 18 28.5 1
258 23 18 57.3 5
258 23 19 33.6 8
258 23 26 59.3 2
258 23 30 6.8 2
258 23 32 39.9 3
258 23 33 57.8 3
258 23 36 27 4
258 23 43 22.1 3
258 23 43 28.8 9
258 23 5 45.4 10
258 23 6 35.8 1
258 23 7 20.1 3
258 23 8 40.8 4
258 23 8 50.5 5
258 3 11 6.6 10
258 3 14 6.6 9
258 3 18 0.8 9
258 3 20 51.7 3
258 3 21 9.7 5
258 3 5 42.8 5
258 3 54 22 5
258 3 9 39.9 1
258 4 12 33 3
258 4 20 45 6
258 4 22 42 3
258 4 25 42 5
258 4 25 9 8
258 4 28 48 3
258 4 3 40 3
258 4 30 26 1
258 4 35 35 1
258 4 35 47 5
258 4 42 12 5
258 4 52 16 2
258 4 53 21 1
258 4 53 37 8
258 4 54 16 5
258 4 54 18 2
258 4 57 14 6
258 4 8 16 3
258 5 14 3 5
258 5 18 2 2
258 5 21 41 1
258 5 23 18 1
258 5 24 20 5
258 5 29 24 1
258 5 3 23 10
258 5 32 26 3
258 5 32 44 5
258 5 32 7 5
258 5 37 51 11
258 5 46 53 1
258 5 47 44 2
258 5 49 16 2
258 5 50 11 8
258 5 51 10 1
258 5 51 37 4
258 5 54 20 3
258 5 57 59 9
258 5 6 22 2
258 6 10 42 1
258 6 12 3 2
258 6 23 51 7
258 6 24 16 2
258 6 32 8 5
258 6 37 26 10
258 6 39 41 10
258 6 4 13 3
258 6 50 6 4
258 6 54 13 1
258 6 54 42 3
258 6 56 54 4
258 6 58 10 5
258 6 9 55 5
258 7 10 51 1
258 7 14 52 9
258 7 15 22 4
258 7 15 32 6
258 7 17 37 8
258 7 18 57 3
258 7 19 40 3
258 7 2 44 10
258 7 27 47 3
258 7 3 10 7
258 7 3 12 5
258 7 31 58 5
258 7 41 5 5
258 7 42 30 10
258 7 46 46 1
258 7 48 6 3
258 7 7 44 1
258 8 22 41.4 3
258 8 23 52.2 2
258 8 24 37.1 1
258 8 25 24.1 2
258 8 25 3.3 9
258 8 26 1 5
258 8 27 29.8 11
258 8 30 26.5 1
258 8 31 22.5 6
258 8 31 9.4 7
258 8 33 59.7 3
258 8 34 7.1 3
258 8 35 45.1 6
258 8 46 48.6 3
258 8 48 54.6 5
258 8 53 56.6 11
258 8 55 49.6 4
258 8 56 32.4 2
258 9 0 47.4 11
258 9 10 1 9
258 9 13 41.2 9
258 9 2 8 7
258 9 26 36.9 5
258 9 31 0.2 2
258 9 33 29.4 2
258 9 35 9.8 3
258 9 41 33.5 4
258 9 41 40.1 5
258 9 43 4.3 11
258 9 47 14.6 4
258 9 5 25 2
258 9 54 35.3 7
258 9 55 57.9 2
258 9 56 56 4
258 9 6 45.7 2
258 9 7 36.2 2
259 0 10 14.3 2
259 0 14 4.8 4
259 0 16 32.9 3
259 0 2 2.2 1
259 0 22 28.4 11
259 0 28 38.2 10
259 0 30 14.2 5
259 0 34 15.9 3
259 0 40 1 1
259 0 50 36 7
259 0 50 57.8 1
259 0 58 39.3 3
259 0 7 1.8 2
259 0 8 15.4 2
259 0 9 5.9 5
259 1 15 8.1 4
259 1 19 44.5 10
259 1 24 29.8 4
259 1 24 38.1 2
259 1 24 44 2
259 1 24 58.3 2
259 1 25 11.1 6
259 1 27 53.7 10
259 1 40 31.7 4
259 1 41 4.7 5
259 1 42 47.6 5
259 1 43 22.5 3
259 1 47 46.9 1
259 1 49 27.7 1
259 1 50 34.2 5
259 1 51 38.6 1
259 1 57 28 3
259 1 57 40.3 3
259 1 57 50.3 3
259 1 7 23.4 1
259 10 0 24.5 1
259 10 0 35.1 7
259 10 11 0.8 1
259 10 12 38 3
259 10 17 28.4 9
259 10 18 19.1 10
259 10 2 10.5 2
259 10 22 45.3 3
259 10 3 37.2 5
259 10 33 53.3 4
259 10 37 41.3 3
259 10 39 10.4 6
259 10 40 2.2 2
259 10 43 33.1 4
259 10 43 4.8 1
259 10 55 21.3 4
259 10 56 30.9 1
259 10 58 8.5 7
259 10 8 15.7 2
259 11 0 31.2 2
259 11 1 58.9 7
259 11 14 21.9 2
259 11 15 52.3 2
259 11 20 33.3 5
259 11 21 33.2 10
259 11 27 50 3
259 11 28 27.6 3
259 11 28 51.2 2
259 11 34 31.4 1
259 11 37 55.8 1
259 11 38 19.8 3
259 11 50 52.2 11
259 11 51 43.1 10
259 12 11 13.2 4
259 12 11 19.7 3
259 12 20 1 1
259 12 20 15.3 1
259 12 20 31.3 1
259 12 22 40.1 11
259 12 24 25.8 1
259 12 24 36.5 10
259 12 38 24.2 4
259 12 38 49.3 5
259 12 40 46 2
259 12 53 43.6 4
259 12 59 38.6 4
259 13 13 46.4 1
259 13 18 47.5 4
259 13 18 58.8 8
259 13 20 55.4 4
259 13 21 24.4 3
259 13 21 26.5 7
259 13 22 16.8 4
259 13 22 6 6
259 13 23 28.1 4
259 13 24 49.5 2
259 13 24 9.7 2
259 13 25 41.7 5
259 13 35 35 9
259 13 36 22.4 4
259 13 38 33.4 4
259 13 42 40 4
259 13 43 0.3 4
259 13 45 12.8 4
259 13 45 18.3 4
259 13 47 14.1 3
259 13 47 24.2 4
259 13 47 56.8 4
259 13 48 52.5 4
259 13 50 41.5 7
259 13 50 43.4 4
259 13 56 22.4 4
259 13 57 55.4 8
259 13 58 0.5 10
259 13 58 16.8 4
259 13 58 27.9 4
259 13 58 29.9 7
259 13 8 40.1 10
259 14 0 26.6 4
259 14 10 12.2 4
259 14 10 47.2 5
259 14 13 38.7 11
259 14 15 18.9 2
259 14 2 30.1 1
259 14 22 39.1 5
259 14 29 39.9 4
259 14 30 0 4
259 14 30 4.7 4
259 14 33 55.6 1
259 14 36 36.7 4
259 14 36 43.5 4
259 14 37 12.3 4
259 14 37 22.8 4
259 14 42 2.5 4
259 14 42 44.9 4
259 14 42 57.7 9
259 14 43 14.3 4
259 14 45 36.7 4
259 15 18 1.9 4
259 15 19 51 8
259 15 2 24.5 3
259 15 22 56.8 8
259 15 23 12.1 4
259 15 23 2.7 8
259 15 23 49.8 8
259 15 25 26.9 4
259 15 25 44.8 4
259 15 25 59 4
259 15 27 26.8 4
259 15 27 49.1 4
259 15 27 9 8
259 15 28 10.4 4
259 15 28 51 9
259 15 28 7.4 4
259 15 29 13.8 4
259 15 29 28.8 4
259 15 30 37.6 4
259 15 30 40.4 8
259 15 30 6.5 4
259 15 31 7.1 4
259 15 32 35.2 4
259 15 44 27.1 3
259 15 46 50.2 1
259 15 5 34.6 2
259 15 55 58.6 4
259 15 56 55.9 4
259 15 59 39.3 9
259 15 6 58 2
259 16 0 51 4
259 16 1 5.2 4
259 16 15 55.1 3
259 16 20 29.9 4
259 16 25 17.2 6
259 16 36 32 4
259 16 38 36.1 4
259 16 39 17.8 4
259 16 39 34.9 4
259 16 4 4 8
259 16 41 1.6 8
259 16 41 14.7 2
259 16 42 23.2 4
259 16 43 8.3 8
259 16 46 36.7 9
259 16 46 51.4 4
259 16 47 39.5 4
259 16 49 42.8 4
259 16 5 2.8 8
259 16 5 24.4 9
259 16 51 47.5 2
259 16 52 45.7 4
259 16 52 48.7 4
259 16 53 34.6 4
259 16 55 15.3 4
259 16 55 17 3
259 16 56 6.9 1
259 16 6 14.1 2
259 16 6 35 2
259 16 6 37.1 4
259 16 6 51.9 8
259 16 9 10.9 4
259 17 13 51.1 4
259 17 14 17.7 7
259 17 16 11.2 4
259 17 16 29.2 4
259 17 16 32.4 4
259 17 16 5.5 4
259 17 16 56.9 9
259 17 16 59 4
259 17 20 3.3 2
259 17 21 29.7 2
259 17 22 17.7 9
259 17 22 30.8 8
259 17 23 1.3 2
259 17 23 37.8 4
259 17 26 2.2 9
259 17 26 23.8 4
259 17 26 51.8 8
259 17 26 58.5 2
259 17 27 32 4
259 17 27 35.8 9
259 17 28 29.9 8
259 17 28 47.1 8
259 17 29 20.1 4
259 17 3 37.3 4
259 17 3 40.9 4
259 17 3 44.2 4
259 17 31 26.6 4
259 17 31 32.6 4
259 17 32 34 4
259 17 33 57.8 4
259 17 4 0.9 5
259 17 4 6.7 2
259 17 44 23.9 4
259 17 44 25.9 2
259 17 44 31.5 8
259 17 44 59 4
259 17 48 14.7 4
259 17 48 28.8 4
259 17 56 18.9 10
259 17 59 29.2 3
259 17 59 33.9 4
259 17 8 34.8 10
259 18 15 15.6 11
259 18 19 33.7 11
259 18 2 37.4 2
259 18 21 24.7 4
259 18 23 39.4 9
259 18 23 6.8 11
259 18 31 57 10
259 18 34 48.1 1
259 18 35 44.8 1
259 18 36 54.1 4
259 18 40 8 1
259 18 47 40.1 3
259 18 48 19.9 4
259 18 48 23.7 4
259 18 49 17.1 5
259 18 51 1.6 1
259 18 55 51 5
259 19 0 13 1
259 19 1 43.5 1
259 19 12 26.4 5
259 19 15 23.5 1
259 19 16 28.8 2
259 19 2 24.7 1
259 19 20 9.1 9
259 19 23 18.5 4
259 19 25 7.2 4
259 19 26 37.8 8
259 19 28 17.4 4
259 19 29 28.5 4
259 19 29 8 4
259 19 3 15.5 5
259 19 30 50.5 4
259 19 4 6.6 1
259 19 40 6.9 4
259 19 41 13 3
259 19 41 40.9 4
259 19 42 1.4 2
259 19 42 10.8 4
259 19 42 14.2 8
259 19 42 37.1 8
259 19 43 46.4 4
259 19 44 26.9 4
259 19 46 42.6 4
259 19 46 49.2 4
259 19 47 12.1 4
259 19 48 1.5 9
259 19 48 37.2 4
259 19 48 56.6 2
259 19 58 41.6 10
259 19 8 46.6 3
259 2 0 25.8 10
259 2 10 30.4 1
259 2 20 20.9 8
259 2 21 29.9 5
259 2 22 29 4
259 2 22 47.9 3
259 2 23 26.5 3
259 2 25 18 3
259 2 37 31.2 4
259 2 45 38.6 1
259 2 47 34.2 2
259 2 50 22.2 2
259 2 54 30.8 5
259 2 58 40.4 1
259 2 6 27.7 1
259 2 9 58.7 2
259 20 20 23.1 5
259 20 23 15.6 2
259 20 23 38.1 3
259 20 26 41.5 1
259 20 35 22.7 2
259 20 35 4.8 6
259 20 39 12.3 7
259 20 45 9.4 5
259 20 59 53.3 2
259 21 0 27.3 1
259 21 1 53.5 3
259 21 1 9.8 5
259 21 11 2.4 3
259 21 11 9.8 1
259 21 19 47.6 3
259 21 30 37.9 2
259 21 31 12.1 5
259 21 31 48.2 1
259 21 32 5.1 8
259 21 34 57.2 7
259 21 36 7.7 1
259 21 37 32.9 2
259 21 37 42 5
259 21 38 20.2 3
259 21 38 58.1 3
259 21 43 30.5 6
259 21 52 10.4 2
259 21 6 0.7 1
259 22 10 55.7 1
259 22 13 16.5 4
259 22 15 11.7 9
259 22 24 35.2 3
259 22 45 14.2 11
259 22 5 49.8 5
259 22 5 8.2 1
259 22 58 8.3 8
259 22 9 54.1 3
259 23 14 59.3 2
259 23 15 1.5 5
259 23 16 19.8 7
259 23 17 29.4 4
259 23 24 6.6 3
259 23 25 59.1 3
259 23 34 9.8 5
259 23 37 59.4 4
259 23 40 2.2 10
259 23 40 35.6 1
259 23 51 51.3 4
259 23 54 42.3 3
259 23 59 3.8 5
259 23 59 30.3 7
259 23 6 13.5 1
259 3 0 45.6 8
259 3 2 49.5 1
259 3 21 18.7 3
259 3 27 48.9 2
259 3 35 36.1 1
259 3 37 43.5 9
259 3 44 54.3 7
259 3 45 2.7 11
259 3 48 59 2
259 3 57 14 3
259 3 6 45.3 1
259 3 9 12.8 2
259 4 0 2 3
259 4 1 16 2
259 4 11 11 3
259 4 15 12 3
259 4 24 12 4
259 4 30 10 4
259 4 30 19 2
259 4 31 43 2
259 4 31 53 4
259 4 33 2 2
259 4 36 35 7
259 4 37 55 8
259 4 48 11 8
259 4 49 38 5
259 4 52 35 3
259 4 55 22 7
259 5 1 52 3
259 5 10 4 1
259 5 13 24 7
259 5 2 38 3
259 5 28 12 4
259 5 31 58 2
259 5 32 24 4
259 5 32 52 2
259 5 35 21 10
259 5 49 0 3
259 5 50 37 8
259 5 52 29 10
259 5 55 24 3
259 5 57 30 4
259 6 11 1 4
259 6 11 53 7
259 6 19 9 3
259 6 24 18 2
259 6 43 26 5
259 6 44 13 5
259 6 46 6 10
259 6 53 15 4
259 6 59 7 4
259 7 13 38 10
259 7 16 10 4
259 7 22 22 5
259 7 22 41 7
259 7 27 10 9
259 7 3 55 7
259 7 46 4 1
259 7 51 35 6
259 7 56 54 2
259 7 58 56 2
259 7 59 55 11
259 7 7 8 4
259 8 14 45.4 11
259 8 15 52 8
259 8 18 49.9 3
259 8 26 41.2 2
259 8 27 16 4
259 8 29 24.9 3
259 8 3 39.5 9
259 8 3 41.4 4
259 8 32 7.7 1
259 8 34 20 9
259 8 40 40.5 6
259 8 44 21.9 10
259 8 49 20.6 11
259 8 53 23.7 2
259 8 54 56.5 11
259 8 55 18.5 7
259 8 9 33.8 6
259 9 0 46.4 10
259 9 1 2.7 2
259 9 1 58.8 2
259 9 10 31.7 10
259 9 2 11.8 3
259 9 22 31.3 5
259 9 28 15.2 6
259 9 35 51.1 1
259 9 36 10.1 5
259 9 49 42.2 2
259 9 49 7.1 5
259 9 56 36.7 3
259 9 8 9.8 6
260 0 24 42.8 2
260 0 47 35.7 3
260 0 58 31 2
260 1 10 7.6 4
260 1 2 39.5 4
260 1 25 55.4 2
260 1 3 3.2 4
260 1 3 30.1 8
260 1 40 16.2 2
260 1 45 13.8 8
260 1 45 34.3 10
260 1 48 21 3
260 1 48 27.7 3
260 10 20 27.8 6
260 10 3 28.8 1
260 10 30 45.9 4
260 10 31 17.8 5
260 10 32 16.5 3
260 10 35 18.3 6
260 10 38 29.8 11
260 10 4 0.6 6
260 10 45 17.9 6
260 10 55 1.2 3
260 11 0 54.7 10
260 11 1 17.6 6
260 11 11 52.5 5
260 11 2 36.6 10
260 11 23 15.5 3
260 11 27 41.5 4
260 11 31 54.1 9
260 11 4 16.6 2
260 11 40 41 4
260 11 44 56 4
260 11 44 9.6 4
260 11 45 31.7 4
260 11 46 44.9 5
260 11 55 28.7 4
260 11 56 15.8 9
260 11 56 37.1 4
260 11 58 28.5 4
260 11 8 20.9 1
260 12 10 4.1 3
260 12 12 40.8 3
260 12 50 59.3 2
260 12 7 35.4 2
260 13 19 27.8 2
260 13 25 21.5 4
260 13 25 39.7 4
260 13 25 46.2 4
260 13 26 13.5 4
260 13 27 1.9 4
260 13 27 25 4
260 13 27 47.6 4
260 13 27 51 4
260 13 31 36.8 4
260 13 32 34.4 4
260 13 33 6.3 8
260 13 33 9.6 4
260 13 37 14 4
260 13 38 24.6 4
260 13 4 0.6 1
260 13 40 34.4 4
260 13 42 28.6 4
260 13 45 16.6 7
260 13 45 42.2 4
260 13 47 27.1 4
260 13 48 16 4
260 13 48 17.9 5
260 13 48 19.8 4
260 13 48 22.9 4
260 13 48 6.2 2
260 13 48 8.5 4
260 13 5 4.4 8
260 13 50 23 4
260 13 54 26.6 4
260 13 54 9.9 4
260 13 55 29.1 3
260 13 56 6.5 4
260 13 58 28.6 1
260 13 59 33.4 4
260 13 8 50.1 5
260 14 1 16.7 8
260 14 1 47.7 4
260 14 1 53.2 4
260 14 10 13.3 4
260 14 13 51.4 1
260 14 18 31 4
260 14 2 45.5 4
260 14 20 52.9 4
260 14 20 9.9 4
260 14 21 33.8 4
260 14 21 38.9 4
260 14 22 8.9 4
260 14 24 43.4 4
260 14 25 12 4
260 14 25 3.8 4
260 14 26 32.3 4
260 14 26 4.7 4
260 14 26 55.8 8
260 14 27 14.4 8
260 14 27 5.2 2
260 14 31 12.7 8
260 14 31 37.2 4
260 14 31 40.5 4
260 14 31 59.4 8
260 14 33 28.4 9
260 14 33 49.4 4
260 14 33 56.9 4
260 14 33 7.5 4
260 14 34 26 4
260 14 35 0.6 2
260 14 35 16.1 4
260 14 36 35.4 4
260 14 37 40.9 1
260 14 37 44.7 8
260 14 39 46.4 8
260 14 40 0.4 4
260 14 40 14.5 4
260 14 41 21.3 8
260 14 41 27.8 9
260 14 41 48.8 4
260 14 42 11.9 4
260 14 42 18.8 4
260 14 43 59.9 8
260 14 44 8.6 4
260 14 45 52.6 2
260 14 49 14.3 4
260 14 5 54.9 4
260 14 50 9.3 4
260 14 51 48.9 4
260 14 52 30.3 4
260 14 52 33.4 4
260 14 52 36.9 9
260 14 53 40.8 4
260 14 53 9.1 4
260 14 54 34.8 4
260 14 54 8.2 4
260 14 55 22.1 8
260 14 55 30.2 6
260 14 57 43.2 4
260 14 58 11 2
260 14 59 33.7 4
260 14 6 10.9 4
260 14 6 30.2 2
260 14 6 58.9 4
260 14 7 30.4 5
260 14 7 53.8 4
260 14 8 0.6 10
260 14 8 37.6 4
260 14 9 15.2 4
260 15 1 0.4 4
260 15 1 25.4 4
260 15 1 37 4
260 15 11 46.9 4
260 15 11 50 4
260 15 11 54.7 4
260 15 13 13.1 8
260 15 14 44.5 4
260 15 16 25.2 4
260 15 17 24.8 4
260 15 18 11.2 2
260 15 18 22.6 1
260 15 19 12.4 4
260 15 19 5.6 4
260 15 2 4.4 2
260 15 2 54.1 8
260 15 2 57.8 2
260 15 20 13.5 4
260 15 20 9.6 2
260 15 21 6.2 3
260 15 23 35.1 4
260 15 24 18.5 4
260 15 25 42.1 4
260 15 25 50.2 4
260 15 3 3.6 4
260 15 3 59.6 4
260 15 31 53 10
260 15 32 1.3 4
260 15 32 13 4
260 15 32 3.4 8
260 15 33 33.1 8
260 15 34 15.5 4
260 15 34 41.4 1
260 15 36 11.7 4
260 15 36 34 8
260 15 36 47.9 4
260 15 36 52 4
260 15 37 18 8
260 15 39 8.1 4
260 15 4 46.3 4
260 15 41 0.7 4
260 15 41 7.1 4
260 15 42 19.9 9
260 15 44 33.5 4
260 15 45 1.5 4
260 15 45 30 4
260 15 45 48.1 9
260 15 45 57.1 4
260 15 47 19.6 4
260 15 49 44 4
260 15 49 51.5 4
260 15 5 31.4 4
260 15 5 49.3 4
260 15 5 54.3 4
260 15 5 6 10
260 15 5 9.5 4
260 15 56 36.3 4
260 15 56 54.3 10
260 15 57 1.5 4
260 15 57 16.2 4
260 15 58 36.2 4
260 15 6 14.9 4
260 15 6 38.8 4
260 15 8 58.2 8
260 15 9 25.1 4
260 15 9 5.2 8
260 16 17 5.2 1
260 16 20 14.6 4
260 16 20 19.6 4
260 16 20 7 4
260 16 22 23.7 9
260 16 25 2.9 4
260 16 28 1.2 2
260 16 28 17.1 2
260 16 28 59.6 4
260 16 29 3.3 4
260 16 29 5.5 11
260 16 36 47.3 2
260 16 38 14.7 5
260 16 4 37.1 2
260 16 4 42 4
260 16 40 28.9 8
260 16 40 42.7 4
260 16 43 33.9 4
260 16 44 35 4
260 16 45 39 2
260 16 47 33.7 4
260 16 47 4.6 8
260 16 47 51.8 4
260 16 48 22.3 4
260 16 49 23.6 2
260 16 5 31.8 4
260 16 51 0.2 9
260 16 57 55.8 8
260 16 58 0.8 2
260 16 58 20.9 4
260 16 8 1.9 4
260 16 8 13 2
260 16 8 5.2 9
260 16 8 58.6 4
260 16 8 6.8 8
260 16 9 50.5 2
260 16 9 56.3 6
260 16 9 57.9 8
260 17 13 11.3 2
260 17 26 16.6 4
260 17 26 43.5 4
260 17 26 46.7 4
260 17 27 9.9 9
260 17 29 3 4
260 17 31 41.1 10
260 17 34 58.5 4
260 17 37 40.2 4
260 17 40 43.2 4
260 17 43 25.6 4
260 17 5 18.1 3
260 17 50 28.7 1
260 17 52 31.1 4
260 17 54 57.6 4
260 17 54 9.2 4
260 17 55 21.1 4
260 17 55 48.8 4
260 17 55 52.9 4
260 17 57 36.2 4
260 17 57 57.9 4
260 17 58 28.4 4
260 17 58 32.1 8
260 17 58 44.4 4
260 17 58 45.9 9
260 17 59 22.7 8
260 17 59 25.6 4
260 17 59 57.9 4
260 18 0 22.5 4
260 18 0 24.1 9
260 18 0 49.3 4
260 18 10 19.5 4
260 18 12 0.7 4
260 18 15 43 6
260 18 15 50 4
260 18 16 24.8 9
260 18 16 3.7 4
260 18 16 50 4
260 18 19 13.5 4
260 18 2 34.2 4
260 18 2 48.1 4
260 18 20 19.9 8
260 18 21 1.1 4
260 18 27 26.1 1
260 18 37 44.4 3
260 18 4 22.4 4
260 18 4 30.5 4
260 18 41 28.2 4
260 18 43 53.1 4
260 18 43 57.2 4
260 18 44 56.6 4
260 18 45 52.1 4
260 18 48 58.3 4
260 18 49 41.5 4
260 18 49 48 4
260 18 50 28.4 4
260 18 50 40.2 4
260 18 51 10.2 4
260 18 51 31.4 9
260 18 52 2.5 4
260 18 54 17 1
260 18 58 40.9 4
260 18 59 2.9 3
260 18 8 44.5 3
260 18 8 49.8 4
260 19 0 15.1 4
260 19 0 36.7 11
260 19 1 30 2
260 19 14 55.7 3
260 19 2 14.6 4
260 19 25 23 3
260 19 27 36.8 4
260 19 27 39.1 7
260 19 28 28.1 4
260 19 28 5.2 4
260 19 3 17.2 8
260 19 3 41.3 4
260 19 30 47.3 4
260 19 30 5.1 1
260 19 30 57.6 7
260 19 32 56.9 10
260 19 36 51.7 4
260 19 37 23.8 4
260 19 38 13.2 10
260 19 39 29.1 1
260 19 47 4.7 1
260 19 51 17.5 4
260 19 58 31.8 5
260 19 58 35.2 1
260 19 8 38.4 4
260 19 8 51.3 4
260 2 17 48 4
260 2 40 47.2 10
260 2 45 22.2 1
260 2 48 31.7 5
260 2 48 39 7
260 2 5 26.9 11
260 2 54 51.8 2
260 20 0 3.9 2
260 20 11 40.5 4
260 20 17 19.9 11
260 20 17 32 6
260 20 18 50 1
260 20 20 17.4 3
260 20 21 47.2 5
260 20 29 38.6 3
260 20 29 52.4 3
260 20 50 8.5 2
260 20 52 27.2 2
260 20 53 1.1 4
260 20 53 9.5 4
260 21 14 48.6 1
260 21 18 58.5 4
260 21 20 13 1
260 21 22 10.7 1
260 21 22 49.8 1
260 21 23 0.6 1
260 21 23 7.7 1
260 21 25 16.1 1
260 21 27 1.7 1
260 21 27 14.4 2
260 21 28 24.4 1
260 21 35 4.9 5
260 21 37 6.4 3
260 21 41 24.6 3
260 21 47 52.3 5
260 21 7 0.2 10
260 22 14 47.6 11
260 22 15 34.4 4
260 22 19 21.4 5
260 22 22 12.2 3
260 22 24 57.7 2
260 22 3 13.6 2
260 22 32 0.1 9
260 22 43 36.9 5
260 22 47 30.2 9
260 22 54 17 4
260 22 58 28.9 5
260 22 7 52.9 9
260 23 0 49.1 5
260 23 12 14.4 5
260 23 12 9.9 9
260 23 15 18.9 2
260 23 16 27.2 5
260 23 19 23.7 6
260 23 25 20.9 6
260 23 34 20.7 8
260 23 42 58.4 1
260 23 47 48.2 9
260 23 48 54.6 4
260 23 52 54.3 11
260 23 56 16.9 5
260 23 59 23.5 1
260 3 10 33.6 3
260 3 12 54.9 3
260 3 14 20.2 11
260 3 15 28.6 10
260 3 17 50.2 1
260 3 18 28.9 2
260 3 32 32.4 4
260 3 36 23.3 7
260 3 38 39.4 1
260 3 41 24.8 5
260 3 45 55.5 4
260 3 48 38 8
260 3 51 24 2
260 3 51 48 3
260 3 52 27 2
260 3 53 4 4
260 3 55 47 5
260 3 59 41 2
260 4 10 44 2
260 4 15 11 3
260 4 15 6 3
260 4 2 2 5
260 4 20 12 8
260 4 38 57 4
260 4 55 24 4
260 4 58 42 10
260 4 6 10 5
260 5 12 35 4
260 5 16 59 3
260 5 18 16 11
260 5 26 17 4
260 5 33 35 2
260 5 37 46 10
260 5 39 57 10
260 5 41 3 5
260 5 45 23 2
260 5 47 14 2
260 5 49 44 4
260 5 49 49 4
260 5 56 1 3
260 6 10 9 10
260 6 12 8 10
260 6 16 11 5
260 6 16 18 5
260 6 16 9 3
260 6 2 28 4
260 6 3 44 5
260 6 31 3 10
260 6 33 40 4
260 6 34 12 10
260 6 34 6 2
260 6 36 38 4
260 6 39 6 1
260 6 40 27 8
260 6 41 7 3
260 6 5 38 9
260 6 52 29 4
260 6 52 3 10
260 6 53 18 4
260 6 54 36 7
260 6 57 52 4
260 6 58 59 9
260 6 59 20 5
260 7 0 34 2
260 7 15 0 4
260 7 15 47 2
260 7 18 30 10
260 7 19 21 1
260 7 2 23 4
260 7 23 56 4
260 7 32 1 8
260 7 33 42 6
260 7 33 52 4
260 7 34 19 4
260 7 34 29 2
260 7 35 22 1
260 7 36 56 3
260 7 37 34 2
260 7 37 45 8
260 7 40 44 9
260 7 40 52 1
260 7 42 18 9
260 7 43 54 4
260 7 44 23 10
260 7 45 19 4
